City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,erdenet,49.0333,104.0833,50.27,40,100,5.01,MN,1683578582
363,bonthe,7.5264,-12.505,83.03,80,99,5.73,SL,1683578582
364,saint-pierre,-21.3393,55.4781,76.68,65,0,5.75,RE,1683578582
365,kualakapuas,-3.0091,114.3876,75.11,98,100,1.19,ID,1683578583
366,ritchie,-29.038,24.6028,51.01,60,2,5.77,ZA,1683578583
367,xinyuan,37.3,99.0,30.09,83,100,3.94,CN,1683578360
368,zapata,26.9073,-99.2714,89.71,51,99,6.91,US,1683578533
369,yuscaran,13.9333,-86.85,87.04,24,7,9.08,HN,1683578584
370,coronel oviedo,-25.4167,-56.45,68.49,62,72,6.24,PY,1683578585
371,xingcheng,40.6167,120.7167,58.23,30,56,6.93,CN,1683578585
372,tinajo,29.0788,-13.7081,70.68,64,0,25.32,ES,1683578586
373,thunder bay,48.4001,-89.3168,57.18,47,75,11.5,CA,1683578586
374,pointe-noire,-4.7761,11.8635,80.67,89,20,2.3,CG,1683578586
375,shakiso,5.75,38.9167,59.81,99,83,0.94,ET,1683578587
376,virginia,37.5481,-77.4467,88.11,45,75,8.05,US,1683578587
377,havre,49.5833,0.3333,60.57,77,100,8.05,FR,1683578587
378,puerto leguizamo,-0.1934,-74.7819,81.97,88,68,1.14,CO,1683578588
379,montehermoso,40.0437,-6.3389,70.3,45,75,8.7,ES,1683578588
380,san luis de la loma,17.2706,-100.8939,90.3,51,3,10.38,MX,1683578588
381,al bawiti,28.3492,28.8659,68.63,44,0,6.93,EG,1683578588
382,colby,39.3958,-101.0524,80.01,34,0,8.01,US,1683578588
383,kayangel,8.0823,134.7173,82.71,75,100,1.88,PW,1683578589
384,moyale,3.5167,39.0584,68.77,80,56,3.6,KE,1683578589
385,san felipe,10.3399,-68.7425,87.53,54,96,5.53,VE,1683578589
386,kiunga,-6.1219,141.2906,74.34,100,100,0.58,PG,1683578589
387,barra,-11.0894,-43.1417,82.63,52,57,5.61,BR,1683578590
388,newman,37.3138,-121.0208,75.06,35,5,1.01,US,1683578590
389,bulayevo,54.9056,70.4439,49.55,36,100,6.8,KZ,1683578590
390,ixtapa,20.7,-105.2,85.23,70,20,11.5,MX,1683578590
391,camayenne,9.535,-13.6878,84.29,65,40,9.22,GN,1683578591
392,fort st. john,56.2499,-120.8529,58.89,51,75,6.91,CA,1683578591
393,yanchep,-31.55,115.6833,66.33,37,76,16.37,AU,1683578591
394,enewetak,11.3474,162.3373,81.25,82,100,19.19,MH,1683578592
395,north platte,41.1239,-100.7654,78.12,26,0,8.99,US,1683578592
396,burang,30.25,81.1667,23.83,93,98,5.77,CN,1683578592
397,lerwick,60.1545,-1.1494,46.4,99,100,12.64,GB,1683578592
398,deoband,29.7,77.6833,74.88,41,0,2.89,IN,1683578592
399,pyhajarvi,67.0701,27.2176,33.48,100,100,1.72,FI,1683578593
400,mahajanga,-15.7167,46.3167,77.02,83,20,3.44,MG,1683578593
401,hilo,19.7297,-155.09,80.33,69,0,10.36,US,1683578593
402,glace bay,46.1969,-59.957,46.78,90,75,14.97,CA,1683578594
403,grand-popo,6.2804,1.8225,83.39,76,11,10.51,BJ,1683578594
404,les cayes,18.2,-73.75,84.02,63,100,9.26,HT,1683578594
405,minas de marcona,-15.2119,-75.1103,67.05,65,3,13.76,PE,1683578594
406,oodweyne,9.4092,45.064,77.04,61,97,0.65,SO,1683578595
407,vryburg,-26.9566,24.7284,57.13,55,0,4.56,ZA,1683578595
408,bridgewater,44.3835,-64.5155,65.82,29,49,24.16,CA,1683578595
409,voi,-3.3945,38.563,71.4,84,80,11.03,KE,1683578595
410,wanning,18.8003,110.3967,78.17,92,90,6.98,CN,1683578596
411,manismata,-2.4667,111.0333,74.64,97,100,0.92,ID,1683578596
412,bandipura,34.4167,74.65,42.4,81,75,6.58,IN,1683578596
413,kavaratti,10.5669,72.642,84.4,60,27,9.31,IN,1683578596
414,rikaze,29.25,88.8833,42.1,45,0,4.72,CN,1683578597
415,nelson bay,-32.7167,152.15,51.1,73,84,14.0,AU,1683578597
416,leticia,-4.2153,-69.9406,86.05,74,40,4.61,CO,1683578597
417,island harbour,50.724,-1.2758,57.27,94,100,5.01,GB,1683578597
418,puerto princesa,9.7392,118.7353,78.44,88,99,3.78,PH,1683578598
419,polyarnyy,69.1989,33.4478,34.21,95,100,12.77,RU,1683578598
420,namtsy,62.7161,129.6658,18.07,72,13,7.92,RU,1683578598
421,lilongwe,-13.9669,33.7873,60.51,74,7,3.6,MW,1683578598
422,tolanaro,-25.0319,46.9987,73.47,94,20,16.11,MG,1683578599
423,burgos,42.3394,-3.7079,61.21,44,0,10.36,ES,1683578599
424,sydney mines,46.2367,-60.2177,48.09,92,75,14.97,CA,1683578599
425,sokhumi,43.0033,41.0153,56.39,92,100,5.44,GE,1683578600
426,barbate,36.1924,-5.9219,67.35,64,63,1.1,ES,1683578600
427,brasilia de minas,-16.2064,-44.4333,77.92,41,30,2.17,BR,1683578600
428,ancud,-41.8697,-73.8203,47.88,79,100,0.92,CL,1683578600
429,feijo,-8.1642,-70.3536,75.85,94,60,6.06,BR,1683578601
430,vila velha,-20.3297,-40.2925,75.15,97,40,2.3,BR,1683578601
431,dwarka,22.2394,68.9678,81.07,74,6,8.88,IN,1683578601
432,savanna-la-mar,18.219,-78.1332,86.94,69,89,3.18,JM,1683578601
433,xilin hot,43.9667,116.0333,46.85,33,16,4.38,CN,1683578602
434,guiuan,11.0333,125.7247,82.94,73,100,6.46,PH,1683578602
435,zhangjiakou,40.81,114.8794,59.36,27,98,2.13,CN,1683578353
436,corat,40.5725,49.7064,64.49,74,6,15.1,AZ,1683578602
437,suva,-18.1416,178.4415,72.88,94,20,5.75,FJ,1683578603
438,isla mujeres,21.2311,-86.731,86.16,73,0,12.33,MX,1683578603
439,mittegrossefehn,53.4,7.55,62.65,78,75,5.75,DE,1683578603
440,carbonear,47.7332,-53.2148,45.14,82,100,20.02,CA,1683578603
441,remire-montjoly,4.9167,-52.2667,82.44,78,100,12.66,GF,1683578455
442,rusape,-18.5278,32.1284,50.54,74,0,2.89,ZW,1683578604
443,alpine,32.835,-116.7664,74.28,53,20,6.91,US,1683578559
444,tamanrasset,22.785,5.5228,84.11,11,100,4.61,DZ,1683578604
445,vilyuchinsk,52.9306,158.4028,39.47,89,100,12.84,RU,1683578604
446,la'ie,21.6477,-157.9253,82.36,73,15,20.09,US,1683578605
447,zuunmod,47.7069,106.9528,38.43,38,100,6.06,MN,1683578605
448,piacabucu,-10.4056,-36.4344,78.35,81,9,6.6,BR,1683578605
449,turbat,26.0023,63.044,88.9,29,0,3.15,PK,1683578605
450,novyy urgal,51.0736,132.5642,45.5,81,100,2.8,RU,1683578606
451,vittel,48.2009,5.9484,57.02,94,0,2.3,FR,1683578606
452,puerto aysen,-45.4,-72.7,48.24,76,100,0.0,CL,1683578606
453,isangel,-19.55,169.2667,69.91,88,40,0.0,VU,1683578606
454,serenje,-13.2325,30.2352,55.42,78,47,4.54,ZM,1683578607
455,bac lieu,9.285,105.7244,83.98,75,99,9.37,VN,1683578607
456,sheikhpura,25.15,85.85,87.84,25,35,5.14,IN,1683578421
457,quarai,-30.3875,-56.4514,62.87,82,0,5.68,BR,1683578607
458,nadi,-17.8,177.4167,75.2,83,20,6.91,FJ,1683578608
459,vuktyl,63.8567,57.3094,26.58,96,97,8.03,RU,1683578608
460,hailar,49.2,119.7,38.91,29,1,8.68,CN,1683578608
461,sungai penuh,-2.0833,101.3833,63.82,89,88,1.74,ID,1683578609
462,sao joao da barra,-21.6403,-41.0511,77.09,81,36,12.8,BR,1683578610
463,baxter,46.3433,-94.2867,64.11,55,40,8.05,US,1683578610
464,nuuk,64.1835,-51.7216,38.01,81,40,10.36,GL,1683578611
465,abu tij,27.0441,31.319,75.34,34,0,7.56,EG,1683578611
466,alghero,40.5589,8.3181,60.89,94,0,4.61,IT,1683578611
467,doume,4.2333,13.45,72.46,79,96,2.44,CM,1683578613
468,ndele,8.4109,20.6473,81.01,46,68,3.11,CF,1683578613
469,luderitz,-26.6481,15.1594,60.04,64,0,13.22,NA,1683578613
470,levin,-40.6333,175.275,63.68,77,68,6.2,NZ,1683578613
471,gargalianoi,37.0667,21.6333,63.36,65,100,6.51,GR,1683578614
472,vredendal,-31.6683,18.5012,59.2,79,0,0.85,ZA,1683578614
473,salekhard,66.53,66.6019,11.16,91,55,6.55,RU,1683578614
474,okha,53.5739,142.9478,32.25,89,98,11.23,RU,1683578614
475,kasongo-lunda,-6.4667,16.8167,74.7,71,93,1.36,CD,1683578614
476,palikir - national government center,6.9248,158.1611,77.74,89,40,4.61,FM,1683578615
477,ust-tsilma,65.441,52.1498,34.02,99,100,8.97,RU,1683578615
478,auburn,47.3073,-122.2284,66.74,61,75,11.5,US,1683578611
479,yudong,29.385,106.5194,68.52,92,100,3.11,CN,1683578616
480,tadine,-21.55,167.8833,75.72,71,95,10.51,NC,1683578616
481,fortaleza,-3.7227,-38.5247,86.13,66,0,11.5,BR,1683578449
482,artova,40.1158,36.3001,43.14,95,34,3.91,TR,1683578616
483,rocky mountain house,52.3668,-114.9188,48.31,93,97,5.75,CA,1683578616
484,bage,-31.3314,-54.1069,71.38,56,0,10.36,BR,1683578534
485,keetmanshoop,-26.5833,18.1333,65.32,29,0,6.91,NA,1683578617
486,myshkin,57.7897,38.4545,36.3,75,18,6.11,RU,1683578617
487,quelimane,-17.8786,36.8883,75.15,83,20,0.0,MZ,1683578617
488,tura,25.5198,90.2201,74.61,32,0,4.9,IN,1683578617
489,kayenta,36.7278,-110.2546,72.28,13,0,19.26,US,1683578618
490,lompoc,34.6391,-120.4579,73.78,69,20,21.85,US,1683578412
491,toritto,40.9982,16.6798,61.65,86,40,4.61,IT,1683578618
492,strelka,58.0728,93.0344,53.53,64,21,6.8,RU,1683578619
493,dampit,-8.2116,112.7493,71.22,98,100,3.11,ID,1683578619
494,saguenay,48.4168,-71.0657,52.63,33,75,36.82,CA,1683578456
495,phek,25.6667,94.5,51.37,80,0,2.44,IN,1683578619
496,azadshahr,34.7909,48.5707,50.49,40,0,2.3,IR,1683578619
497,tangalle,6.024,80.7911,78.28,91,100,9.13,LK,1683578620
498,ar ruways,24.1103,52.7306,83.03,39,36,9.04,AE,1683578620
499,greenwood,34.1668,-82.1165,82.81,58,0,13.8,US,1683578502
500,tarawa,1.419,172.984,84.29,84,40,8.05,KI,1683578620
501,phan rang-thap cham,11.5667,108.9833,78.48,82,100,2.93,VN,1683578621
502,nagqu,31.5,92.0,29.79,75,100,6.26,CN,1683578621
503,al khafji,28.4391,48.4913,78.37,69,36,8.68,SA,1683578621
504,nemuro,43.3236,145.575,37.49,81,9,3.91,JP,1683578621
505,tonosho,34.4833,134.1833,50.83,67,100,1.66,JP,1683578622
506,freeport,40.6576,-73.5832,79.3,36,0,13.8,US,1683578345
507,sault ste. marie,46.5168,-84.3333,55.22,50,75,12.66,CA,1683578490
508,zhumadian,32.9794,114.0294,54.27,63,0,3.91,CN,1683578623
509,bebeji,11.6673,8.2622,85.01,11,100,4.54,NG,1683578623
510,urangan,-25.3,152.9,52.07,51,29,8.59,AU,1683578623
511,jackson,42.4165,-122.8345,58.75,59,75,6.91,US,1683578591
512,el quebrachal,-25.2833,-64.0667,73.99,45,90,4.76,AR,1683578624
513,las lomitas,-24.7096,-60.593,68.83,61,100,4.61,AR,1683578624
514,whistler,50.1164,-122.9695,56.59,51,100,2.3,CA,1683578574
515,siem reap,13.5,104.0,78.55,84,100,2.3,KH,1683578624
516,bhimunipatnam,17.8833,83.4333,81.91,78,9,6.82,IN,1683578625
517,umm kaddadah,13.6017,26.6876,83.23,14,15,12.39,SD,1683578625
518,malegaon,20.55,74.5333,87.49,35,41,8.88,IN,1683578625
519,portland,45.5234,-122.6762,66.88,56,75,5.01,US,1683578020
520,diego de almagro,-26.3667,-70.05,79.92,16,0,7.74,CL,1683578626
521,lom sak,16.7798,101.2422,75.96,74,100,2.13,TH,1683578626
522,agapovka,53.2973,59.1348,42.01,45,46,13.56,RU,1683578626
523,syktyvkar,61.6764,50.8099,29.93,100,0,8.99,RU,1683578626
524,buckie,57.6757,-2.9624,58.78,88,100,3.04,GB,1683578626
525,mahina,-17.5065,-149.489,83.97,74,20,12.66,PF,1683578627
526,puerto madryn,-42.7692,-65.0385,58.01,51,11,14.45,AR,1683578420
527,richmond,37.5538,-77.4603,88.0,45,75,8.05,US,1683578340
528,kerikeri,-35.2268,173.9474,67.91,96,100,4.0,NZ,1683578627
529,ebon,4.582,168.6964,83.48,78,100,14.38,MH,1683578628
530,taybad,34.74,60.7756,66.47,27,0,6.58,IR,1683578628
531,sur,22.5667,59.5289,89.78,31,0,9.71,OM,1683578628
532,maintirano,-18.0667,44.0167,77.25,79,2,9.15,MG,1683578628
533,kuanda,56.3161,116.0806,35.35,100,100,2.35,RU,1683578629
534,kisanga,-7.4362,37.7034,73.44,87,95,0.36,TZ,1683578629
535,springbok,-29.6643,17.8865,57.51,28,1,4.68,ZA,1683578629
536,at taraf,25.3628,49.725,90.14,10,58,13.0,SA,1683578630
537,puerto ayacucho,5.6639,-67.6236,89.58,55,89,3.94,VE,1683578630
538,west richland,46.3043,-119.3614,73.06,38,0,5.99,US,1683578630
539,hirado,33.3597,129.5531,59.76,65,99,18.63,JP,1683578630
540,susanville,40.4163,-120.653,51.64,53,0,15.99,US,1683578426
541,sinabang,2.4803,96.3801,77.56,85,100,4.97,ID,1683578631
542,orkney,-26.9802,26.6727,56.57,58,0,2.51,ZA,1683578631
543,dunedin,-45.8742,170.5036,63.81,62,100,5.99,NZ,1683578633
544,ribeira brava,32.65,-17.0667,77.63,63,3,7.38,PT,1683578633
545,savalou,7.9281,1.9756,83.91,63,92,9.93,BJ,1683578633
546,smirnovo,54.5125,69.4222,49.53,39,100,7.7,KZ,1683578634
547,geraldton,-28.7667,114.6,70.21,43,75,13.8,AU,1683578634
548,lubang,13.8584,120.124,83.75,71,100,3.36,PH,1683578634
549,belmonte,-15.8631,-38.8828,76.87,84,3,8.34,BR,1683578635
550,kirakira,-10.4544,161.9205,81.7,82,9,6.46,SB,1683578635
551,ciudad lazaro cardenas,17.9583,-102.2,88.88,46,2,12.37,MX,1683578572
552,port moresby,-9.4431,147.1797,78.22,94,75,5.75,PG,1683578527
553,karaton,-6.3424,106.1045,74.16,95,77,3.85,ID,1683578636
554,mount isa,-20.7333,139.5,53.37,28,2,13.8,AU,1683578636
555,manokwari,-0.8667,134.0833,79.88,79,95,2.39,ID,1683578636
556,ingeniero jacobacci,-41.3427,-69.5448,57.52,21,84,7.74,AR,1683578637
557,nikolayevsk-on-amure,53.1406,140.73,37.4,69,100,5.12,RU,1683578637
558,kolonia town,6.964,158.206,78.8,89,40,4.61,FM,1683578637
559,tataouine,32.9297,10.4518,62.58,78,91,32.1,TN,1683578638
560,acarau,-2.8856,-40.12,79.11,86,19,8.48,BR,1683578638
561,faruka,31.8872,72.4144,75.43,32,0,4.25,PK,1683578638
562,cold lake,54.4502,-110.2017,57.15,67,100,5.75,CA,1683578639
563,cynthiana,38.3904,-84.2941,76.62,83,100,10.8,US,1683578639
564,bestobe,52.4994,73.0975,57.96,38,99,13.06,KZ,1683578493
565,silver city,32.7701,-108.2803,80.91,9,0,8.99,US,1683578527
566,hluti,-27.2167,31.6167,61.54,90,99,3.22,SZ,1683578640
567,ksar el boukhari,35.8889,2.7491,60.15,62,90,5.7,DZ,1683578640
568,nabire,-3.3667,135.4833,77.68,88,87,2.42,ID,1683578640
569,constitucion,-35.3333,-72.4167,59.92,61,100,10.16,CL,1683578640
570,talakan,50.3167,130.3667,34.27,98,100,12.5,RU,1683578641
571,kosong,38.3788,128.4676,63.09,69,56,12.15,KR,1683578641
572,kenai,60.5544,-151.2583,48.25,43,100,5.75,US,1683578641
573,katabu,-4.9333,122.5167,75.18,98,100,2.51,ID,1683578641
574,al bayda',32.7627,21.7551,60.76,43,99,6.62,LY,1683578642
575,queenstown,-31.8976,26.8753,50.72,83,77,0.29,ZA,1683578642
576,arochukwu,5.3898,7.914,77.74,90,94,4.16,NG,1683578642
577,sungai raya,0.7,108.9,78.64,88,92,5.14,ID,1683578642
578,westport,41.1415,-73.3579,78.75,30,0,13.8,US,1683578643
579,harlingen,26.1906,-97.6961,89.56,75,40,13.8,US,1683578414
580,timmins,48.4669,-81.3331,58.82,20,75,14.97,CA,1683578634
581,robbah,33.2797,6.9098,71.24,37,100,21.63,DZ,1683578644
582,sonson,5.7106,-75.3107,67.75,57,78,3.44,CO,1683578644
583,linhares,-19.3911,-40.0722,72.01,95,23,4.25,BR,1683578644
584,uberlandia,-18.9186,-48.2772,79.81,44,0,4.61,BR,1683578463
585,lillehammer,61.1146,10.4674,38.53,99,100,1.41,NO,1683578645
586,colorado,-22.8375,-51.9731,73.38,79,83,4.09,BR,1683578645
587,port augusta,-32.5,137.7667,49.78,83,0,4.85,AU,1683578646
588,gazipasa,36.2694,32.3179,62.69,88,0,3.44,TR,1683578646
589,medicine hat,50.0501,-110.6683,59.99,67,75,6.91,CA,1683578646
590,arpacay,40.8487,43.3291,43.84,92,100,4.16,TR,1683578646
591,san patricio,28.017,-97.5169,88.16,57,89,16.4,US,1683578646
592,east london,-33.0153,27.9116,64.29,85,59,11.23,ZA,1683578647
593,bardai,11.65,7.2333,86.34,24,58,7.0,NG,1683578647
594,lata,40.1629,-8.3327,62.92,95,80,2.8,PT,1683578647
595,sinop,41.7711,34.8709,49.24,95,100,2.42,TR,1683578648
596,carnarvon,-24.8667,113.6333,72.16,64,53,1.5,AU,1683578648
597,cabedelo,-6.9811,-34.8339,83.07,77,94,10.51,BR,1683578648
598,shar'ya,58.3686,45.5144,32.49,75,5,4.41,RU,1683578648
599,punta del este,-34.9667,-54.95,62.71,80,20,18.01,UY,1683578649
600,severo-yeniseyskiy,60.3725,93.0408,42.51,94,99,3.78,RU,1683578649
601,ete,7.05,7.45,79.68,70,72,3.62,NG,1683578649
602,yilan,24.757,121.753,70.36,99,94,4.92,TW,1683578649
603,chiredzi,-21.05,31.6667,64.08,87,1,3.53,ZW,1683578650
604,san fernando,15.0286,120.6898,80.33,84,100,2.44,PH,1683578650
605,villa gesell,-37.2639,-56.973,60.06,74,93,17.72,AR,1683578650
606,caleta de carquin,-11.0925,-77.6267,74.86,77,24,11.52,PE,1683578651
607,igarka,67.4667,86.5833,21.96,93,99,20.89,RU,1683578651
608,markovo,57.3206,107.0881,37.22,94,17,4.56,RU,1683578651
609,mejit,10.2753,170.8646,79.02,86,100,6.49,MH,1683578651
610,loango,-4.6719,11.8312,80.26,89,20,2.3,CG,1683578652
